acc_avg_test,acc_wg_test,acc_avg_val,acc_wg_val,acc_avg_idval,acc_wg_idval,epoch,step,acc_avg_train,acc_wg_train,group_0,group_1,group_2,group_3,group_4
0.6877395510673523,0.48179250955581665,0.8293891549110413,0.5799664855003357,0.9463945031166077,0.8248914480209351,0,1180,,,,,,,
,,,,,,0,1180,0.8559086322784424,0.7430232763290405,0.3778556287288666,0.0,0.0,0.275154173374176,0.3469901382923126
0.5473581552505493,0.3452224135398865,0.8238597512245178,0.5248557329177856,0.9420142769813538,0.7932519912719727,1,2361,,,,,,,
,,,,,,1,2361,0.8961420655250549,0.8084077835083008,0.41434839367866516,0.0,0.0,0.26937270164489746,0.3162788450717926
0.5988548398017883,0.4480458199977875,0.8344315886497498,0.48501211404800415,0.965613842010498,0.8883248567581177,2,3542,,,,,,,
,,,,,,2,3542,0.9087604284286499,0.812922477722168,0.42544659972190857,0.0,0.0,0.26849937438964844,0.306054025888443
0.6533026099205017,0.4483736753463745,0.8648579120635986,0.699711263179779,0.967193067073822,0.8274111747741699,3,4723,,,,,,,
,,,,,,3,4723,0.9181572794914246,0.8349034190177917,0.43824028968811035,0.0,0.0,0.26738056540489197,0.2943791151046753
0.5370000004768372,0.3161427974700928,0.8540568351745605,0.5674920678138733,0.9703218340873718,0.8726483583450317,4,5904,,,,,,,
,,,,,,4,5904,0.9247294664382935,0.842121958732605,0.43084919452667236,0.0,0.0,0.2663412392139435,0.30280959606170654
0.5869094729423523,0.4198713004589081,0.8873481750488281,0.7393409013748169,0.9760727286338806,0.9162436723709106,5,7085,,,,,,,
,,,,,,5,7085,0.9289201498031616,0.8560357689857483,0.4468257427215576,0.0,0.0,0.2675640285015106,0.28561025857925415
0.5860512256622314,0.44616228342056274,0.8907575011253357,0.757247805595398,0.895738959312439,0.5312867164611816,6,8266,,,,,,,
,,,,,,6,8266,0.9339178800582886,0.8607065677642822,0.4280436038970947,0.0,0.0,0.2723976969718933,0.29955875873565674
0.536694347858429,0.29694458842277527,0.8884368538856506,0.7533047795295715,0.9712157249450684,0.9010152220726013,7,9447,,,,,,,
,,,,,,7,9447,0.9375495910644531,0.8647423386573792,0.4318431615829468,0.0,0.0,0.27815261483192444,0.290004163980484
0.5298281311988831,0.24841584265232086,0.8711609244346619,0.7420596480369568,0.9715136885643005,0.9060913920402527,8,10628,,,,,,,
,,,,,,8,10628,0.9409134387969971,0.8634743690490723,0.4293321669101715,0.0,0.0,0.28702980279922485,0.2836381196975708
0.49494439363479614,0.17504234611988068,0.8604457974433899,0.6371253132820129,0.9682955741882324,0.9327294230461121,9,11809,,,,,,,
,,,,,,9,11809,0.9436488151550293,0.8753581643104553,0.41918376088142395,0.0,0.0,0.2908658981323242,0.2899504005908966
0.4686669707298279,0.16331012547016144,0.8779222965240479,0.7021174430847168,0.9775030016899109,0.9213197827339172,10,12990,,,,,,,
,,,,,,10,12990,0.9457557201385498,0.8818448185920715,0.412704199552536,0.0,0.0,0.3024942874908447,0.2848014533519745
0.5094292759895325,0.25581905245780945,0.8971177935600281,0.7476494908332825,0.9779797196388245,0.9350858330726624,11,14171,,,,,,,
,,,,,,11,14171,0.9478328824043274,0.8870344758033752,0.406683087348938,0.0,0.0,0.30893954634666443,0.2843773663043976
0.4819173812866211,0.1650981903076172,0.8968026638031006,0.7766077518463135,0.9445470571517944,0.8582452535629272,12,15352,,,,,,,
,,,,,,12,15352,0.9500390291213989,0.8948556184768677,0.4052683413028717,0.0,0.0,0.3144738972187042,0.2802576720714569
0.4787311553955078,0.17476002871990204,0.8911872506141663,0.7547950148582458,0.9760727286338806,0.9010152220726013,13,16533,,,,,,,
,,,,,,13,16533,0.9512330889701843,0.8988030552864075,0.3949769139289856,0.0,0.0,0.31553786993026733,0.2894851863384247
0.5707785487174988,0.3771880269050598,0.8933073282241821,0.7506581544876099,0.9561382532119751,0.8585209250450134,14,17714,,,,,,,
,,,,,,14,17714,0.9528504610061646,0.8972768783569336,0.395650714635849,0.0,0.0,0.3158664405345917,0.28848281502723694
0.47380489110946655,0.17886944115161896,0.8844258785247803,0.729221522808075,0.9806913137435913,0.9543147087097168,15,18895,,,,,,,
,,,,,,15,18895,0.9542627930641174,0.8987891674041748,0.38339513540267944,0.0,0.0,0.3258039057254791,0.29080089926719666
0.5075364112854004,0.1850178837776184,0.8982638120651245,0.8089507222175598,0.9827771186828613,0.9443207383155823,16,20076,,,,,,,
,,,,,,16,20076,0.9557942152023315,0.9093398451805115,0.38480257987976074,0.0,0.0,0.3309609889984131,0.2842363715171814
0.5972676277160645,0.4294629395008087,0.8973183631896973,0.7709665298461914,0.986352801322937,0.9543147087097168,17,21257,,,,,,,
,,,,,,17,21257,0.9566905498504639,0.9084529280662537,0.3650365471839905,0.0,0.0,0.35072237253189087,0.28424108028411865
0.5308274626731873,0.26864922046661377,0.8747421503067017,0.7495810985565186,0.9837902188301086,0.9465478658676147,18,22438,,,,,,,
,,,,,,18,22438,0.9579738974571228,0.9138875603675842,0.36106806993484497,0.0,0.0,0.34646347165107727,0.29246845841407776
0.4878900349140167,0.19910283386707306,0.8847123384475708,0.7611883878707886,0.9809594750404358,0.9059334397315979,19,23619,,,,,,,
,,,,,,19,23619,0.9587610960006714,0.9152463674545288,0.3538625240325928,0.0,0.0,0.35950514674186707,0.28663232922554016
0.5589507818222046,0.32329505681991577,0.8899266719818115,0.7497593760490417,0.984892725944519,0.9010152220726013,20,24800,,,,,,,
,,,,,,20,24800,0.9606166481971741,0.9164689183235168,0.34645968675613403,0.0,0.0,0.3685951828956604,0.28494518995285034
0.5414677858352661,0.2634105086326599,0.8710749745368958,0.7709665298461914,0.9792908430099487,0.9044862389564514,21,25981,,,,,,,
,,,,,,21,25981,0.9608051776885986,0.9149297475814819,0.3420480489730835,0.0,0.0,0.3733852207660675,0.2845667898654938
0.5548004508018494,0.27931487560272217,0.8850848078727722,0.7442647814750671,0.9838200211524963,0.9477611780166626,22,27162,,,,,,,
,,,,,,22,27162,0.962263822555542,0.9154514670372009,0.3386203646659851,0.0,0.0,0.367382287979126,0.2939973473548889
0.5592212080955505,0.3297572135925293,0.9000974297523499,0.7845054268836975,0.9866209626197815,0.9670050740242004,23,28343,,,,,,,
,,,,,,23,28343,0.9630940556526184,0.9130368828773499,0.34495458006858826,0.0,0.0,0.3692764639854431,0.28576889634132385
0.5441484451293945,0.3808623254299164,0.8884655237197876,0.8078224658966064,0.9861739873886108,0.9477611780166626,24,29524,,,,,,,
,,,,,,24,29524,0.9637621641159058,0.9265879392623901,0.33966606855392456,0.0,0.0,0.36170482635498047,0.29862913489341736
0.5798434019088745,0.39196309447288513,0.8922759294509888,0.8121392726898193,0.9841775894165039,0.9464544057846069,25,30705,,,,,,,
,,,,,,25,30705,0.9649628400802612,0.9289625883102417,0.3310260772705078,0.0,0.0,0.3717820942401886,0.297191858291626
0.5636184215545654,0.3414580523967743,0.8990373611450195,0.7856336832046509,0.9876936674118042,0.9670050740242004,26,31886,,,,,,,
,,,,,,26,31886,0.96484375,0.9248424172401428,0.3249863386154175,0.0,0.0,0.37586262822151184,0.29915112257003784
0.5362592935562134,0.2450592815876007,0.826123058795929,0.737504780292511,0.9777711629867554,0.8364688754081726,27,33067,,,,,,,
,,,,,,27,33067,0.9659881591796875,0.9224124550819397,0.31651046872138977,0.0,0.0,0.3770234286785126,0.3064660429954529
0.5217861533164978,0.24659639596939087,0.8969745635986328,0.7735990881919861,0.9856674671173096,0.9354120492935181,28,34248,,,,,,,
,,,,,,28,34248,0.966768741607666,0.9292709231376648,0.31555691361427307,0.0,0.0,0.3839688003063202,0.30047425627708435
0.5553648471832275,0.2987954020500183,0.8845118284225464,0.8296352028846741,0.9885876178741455,0.9695431590080261,29,35429,,,,,,,
,,,,,,29,35429,0.9667290449142456,0.9228290915489197,0.3073374927043915,0.0,0.0,0.38687413930892944,0.3057883083820343
0.5445716977119446,0.25726205110549927,0.8699002861976624,0.6555576324462891,0.9869785308837891,0.9678456783294678,30,36610,,,,,,,
,,,,,,30,36610,0.9678007364273071,0.9323955774307251,0.3151791989803314,0.0,0.0,0.37917518615722656,0.3056456744670868
0.5845698118209839,0.42242297530174255,0.890241801738739,0.7709665298461914,0.9883790016174316,0.9678456783294678,31,37791,,,,,,,
,,,,,,31,37791,0.968786358833313,0.931244969367981,0.3052118122577667,0.0,0.0,0.3783254623413086,0.31646275520324707
0.5865567922592163,0.3702239692211151,0.8826209306716919,0.791274905204773,0.9679082036018372,0.8842257857322693,32,38972,,,,,,,
,,,,,,32,38972,0.9694942235946655,0.9343065619468689,0.29122117161750793,0.0,0.0,0.3819601833820343,0.32681867480278015
0.5825828313827515,0.3836188018321991,0.8905283212661743,0.7634449005126953,0.9800357818603516,0.9362522959709167,33,40153,,,,,,,
,,,,,,33,40153,0.9699274897575378,0.9350387454032898,0.29149413108825684,0.0,0.0,0.3721459209918976,0.3363599181175232
0.5654290318489075,0.3304159641265869,0.8352910876274109,0.6967512369155884,0.9646304845809937,0.8716658353805542,34,41334,,,,,,,
,,,,,,34,41334,0.9703806638717651,0.9348946213722229,0.2932913303375244,0.0,0.0,0.3733832836151123,0.33332541584968567
0.604028046131134,0.44364598393440247,0.8665482401847839,0.6892571449279785,0.985846221446991,0.9656097888946533,35,42515,,,,,,,
,,,,,,35,42515,0.9708470106124878,0.9373214840888977,0.286173939704895,0.0,0.0,0.37183284759521484,0.34199315309524536
0.5618078112602234,0.32517725229263306,0.862737774848938,0.737119197845459,0.9867401719093323,0.9390863180160522,36,43696,,,,,,,
,,,,,,36,43696,0.9715878963470459,0.9339446425437927,0.28339239954948425,0.0,0.0,0.3713102340698242,0.3452974557876587
0.6566181778907776,0.4505572021007538,0.8842825889587402,0.7705904245376587,0.9893921613693237,0.9331848621368408,37,44877,,,,,,,
,,,,,,37,44877,0.9721899032592773,0.9390619993209839,0.27987730503082275,0.0,0.0,0.3813711106777191,0.33875158429145813
0.6210877895355225,0.4361942410469055,0.8777217268943787,0.7672057151794434,0.9869487285614014,0.9623733758926392,38,46058,,,,,,,
,,,,,,38,46058,0.972755491733551,0.9386550784111023,0.2751691937446594,0.0,0.0,0.3783610761165619,0.3464697301387787
0.6717967391014099,0.44859519600868225,0.8764611482620239,0.7570515275001526,0.9840583801269531,0.9131693243980408,39,47239,,,,,,,
,,,,,,39,47239,0.972748875617981,0.9440242052078247,0.2698281407356262,0.0,0.0,0.3912125825881958,0.33895930647850037
0.6381357908248901,0.44898760318756104,0.8931640982627869,0.7702143788337708,0.9877830743789673,0.9427860975265503,40,48420,,,,,,,
,,,,,,40,48420,0.9734534025192261,0.9394278526306152,0.2680440843105316,0.0,0.0,0.3915567696094513,0.3403991460800171
0.5846050977706909,0.3873831629753113,0.8389582633972168,0.7320458889007568,0.9886472225189209,0.9441624283790588,41,49601,,,,,,,
,,,,,,41,49601,0.9733574390411377,0.9399654269218445,0.2666209042072296,0.0,0.0,0.39422956109046936,0.339149534702301
0.5849577784538269,0.35111990571022034,0.8839674592018127,0.795035719871521,0.9868295788764954,0.971061110496521,42,50782,,,,,,,
,,,,,,42,50782,0.9739561080932617,0.9450621604919434,0.25949087738990784,0.0,0.0,0.40217292308807373,0.33833613991737366
0.6472241282463074,0.4568835198879242,0.907088041305542,0.8074464201927185,0.9840583801269531,0.9545378088951111,43,51963,,,,,,,
,,,,,,43,51963,0.9748557806015015,0.9476432204246521,0.2643280029296875,0.0,0.0,0.39957648515701294,0.33609551191329956
0.6608625054359436,0.4674305319786072,0.8792688250541687,0.7769838571548462,0.9800655245780945,0.9109131693840027,44,53144,,,,,,,
,,,,,,44,53144,0.9744721055030823,0.9477716684341431,0.2593361735343933,0.0,0.0,0.40292346477508545,0.33774036169052124
0.6124227046966553,0.4472610354423523,0.8953415155410767,0.7589319348335266,0.9818534255027771,0.8871201276779175,45,54325,,,,,,,
,,,,,,45,54325,0.9754114747047424,0.9453603625297546,0.2546331584453583,0.0,0.0,0.4032278060913086,0.34213903546333313
0.710454523563385,0.472374826669693,0.9055982232093811,0.7833772301673889,0.9778605699539185,0.9172957539558411,46,55506,,,,,,,
,,,,,,46,55506,0.9753320813179016,0.9470295310020447,0.25733277201652527,0.0,0.0,0.4041769504547119,0.33849036693573
0.7048463225364685,0.46790143847465515,0.8945392966270447,0.8296352028846741,0.9914183616638184,0.9532294273376465,47,56687,,,,,,,
,,,,,,47,56687,0.9759671092033386,0.9487965703010559,0.25141286849975586,0.0,0.0,0.40236762166023254,0.3462195098400116
0.6836363077163696,0.45973944664001465,0.9072599411010742,0.793155312538147,0.9851310849189758,0.9592350125312805,48,57868,,,,,,,
,,,,,,48,57868,0.9761490821838379,0.9473923444747925,0.2560022175312042,0.0,0.0,0.4043845534324646,0.33961325883865356
0.6668234467506409,0.46860775351524353,0.8913591504096985,0.7855561971664429,0.990315854549408,0.9732739329338074,49,59049,,,,,,,
,,,,,,49,59049,0.9761358499526978,0.9447075128555298,0.26019081473350525,0.0,0.0,0.40040189027786255,0.3394073247909546
0.6752886176109314,0.44780635833740234,0.893364667892456,0.7826250195503235,0.9895411133766174,0.9477611780166626,50,60230,,,,,,,
,,,,,,50,60230,0.976926326751709,0.9484055638313293,0.26341497898101807,0.0,0.0,0.40668466687202454,0.3299003541469574
0.6798269152641296,0.4619894027709961,0.8909580707550049,0.8458067178726196,0.9862633943557739,0.9522431492805481,51,61411,,,,,,,
,,,,,,51,61411,0.9772405624389648,0.9510413408279419,0.2638668715953827,0.0,0.0,0.40371906757354736,0.3324141502380371
0.6563359498977661,0.4721393883228302,0.8933359980583191,0.7991726398468018,0.9925208687782288,0.9710467457771301,52,62592,,,,,,,
,,,,,,52,62592,0.9773100018501282,0.9512692093849182,0.26162463426589966,0.0,0.0,0.4092390537261963,0.32913637161254883
0.6010769605636597,0.4167137145996094,0.88646000623703,0.7822489738464355,0.9844457507133484,0.949505090713501,53,63773,,,,,,,
,,,,,,53,63773,0.9781733155250549,0.9512652158737183,0.2547747790813446,0.0,0.0,0.41417643427848816,0.3310486972332001
0.5904014110565186,0.3676202893257141,0.9068874716758728,0.8198570609092712,0.9868295788764954,0.9607448577880859,54,64954,,,,,,,
,,,,,,54,64954,0.9784775972366333,0.9507558941841125,0.2566545605659485,0.0,0.0,0.4144909083843231,0.328854501247406
0.6942295432090759,0.4689216911792755,0.9094372987747192,0.7964388728141785,0.9910905957221985,0.9746192693710327,55,66135,,,,,,,
,,,,,,55,66135,0.9785569906234741,0.953829824924469,0.2549401521682739,0.0,0.0,0.4202041029930115,0.3248557150363922
0.7393302917480469,0.4884633421897888,0.9135628938674927,0.8424219489097595,0.9910905957221985,0.9788625836372375,56,67316,,,,,,,
,,,,,,56,67316,0.9785966873168945,0.9548013806343079,0.2552289664745331,0.0,0.0,0.4185996949672699,0.32617130875587463
0.6402755975723267,0.4568835198879242,0.8856291770935059,0.7547942399978638,0.9904946088790894,0.9720812439918518,57,68497,,,,,,,
,,,,,,57,68497,0.9786892533302307,0.9529722332954407,0.25794118642807007,0.0,0.0,0.4204862415790558,0.3215726315975189
0.7747548818588257,0.5348454117774963,0.9062284827232361,0.8303873538970947,0.9845351576805115,0.9073805809020996,58,69678,,,,,,,
,,,,,,58,69678,0.9789240956306458,0.9516907930374146,0.2626991271972656,0.0,0.0,0.41569483280181885,0.3216060996055603
0.7459731698036194,0.47661277651786804,0.8905569314956665,0.7841293811798096,0.9927294254302979,0.9688196182250977,59,70859,,,,,,,
,,,,,,59,70859,0.9796550869941711,0.9535672068595886,0.26281508803367615,0.0,0.0,0.41057711839675903,0.32660773396492004
0.6907141208648682,0.46766600012779236,0.8662903904914856,0.7875140905380249,0.9859058260917664,0.9625901579856873,60,72040,,,,,,,
,,,,,,60,72040,0.9794632196426392,0.9572103023529053,0.26596736907958984,0.0,0.0,0.4093383252620697,0.32469430565834045
0.758823812007904,0.5010987520217896,0.9193788766860962,0.8458067178726196,0.9851906895637512,0.9518536925315857,61,73221,,,,,,,
,,,,,,61,73221,0.9801446199417114,0.9514399766921997,0.26759129762649536,0.0,0.0,0.4058655798435211,0.32654303312301636
0.7054459452629089,0.4660179018974304,0.9075464010238647,0.8108311295509338,0.9906436204910278,0.9670050740242004,62,74402,,,,,,,
,,,,,,62,74402,0.9801148176193237,0.9554339051246643,0.2645317614078522,0.0,0.0,0.40982094407081604,0.3256472647190094
0.667975664138794,0.4728457033634186,0.911643385887146,0.8262504935264587,0.9917461276054382,0.9746192693710327,63,75583,,,,,,,
,,,,,,63,75583,0.9807631373405457,0.9560643434524536,0.2632997930049896,0.0,0.0,0.4015880227088928,0.3351122736930847
0.6856232285499573,0.46829384565353394,0.8976908326148987,0.793155312538147,0.9914779663085938,0.9678456783294678,64,76764,,,,,,,
,,,,,,64,76764,0.9810178279876709,0.9561282396316528,0.26305297017097473,0.0,0.0,0.39754489064216614,0.3394021987915039
0.7054224610328674,0.47590646147727966,0.898578941822052,0.8149680495262146,0.9911203980445862,0.9593908786773682,65,77945,,,,,,,
,,,,,,65,77945,0.9812857508659363,0.9617366790771484,0.2589508295059204,0.0,0.0,0.3943403959274292,0.3467087149620056
0.7437040209770203,0.4726887345314026,0.9073172211647034,0.8322677612304688,0.9873360991477966,0.9594027996063232,66,79126,,,,,,,
,,,,,,66,79126,0.9816363453865051,0.9583333134651184,0.2562635540962219,0.0,0.0,0.3919796049594879,0.35175687074661255
0.7315117716789246,0.48234185576438904,0.9095232486724854,0.851071834564209,0.9919248819351196,0.9771573543548584,67,80307,,,,,,,
,,,,,,67,80307,0.9816826581954956,0.9572839736938477,0.26353445649147034,0.0,0.0,0.3849183917045593,0.35154709219932556
0.7046111822128296,0.46852928400039673,0.8720777034759521,0.7837532758712769,0.9932062029838562,0.9739508032798767,68,81488,,,,,,,
,,,,,,68,81488,0.9816330075263977,0.9582952857017517,0.26424747705459595,0.0,0.0,0.3849121034145355,0.35084038972854614
0.6770757436752319,0.47049129009246826,0.8797845244407654,0.7819772958755493,0.9925804734230042,0.9807074069976807,69,82669,,,,,,,
,,,,,,69,82669,0.9821390509605408,0.9613189697265625,0.2610624432563782,0.0,0.0,0.3812806010246277,0.3576570153236389
0.7609871625900269,0.5353162884712219,0.9006131291389465,0.8446784615516663,0.9921931028366089,0.9720812439918518,70,83850,,,,,,,
,,,,,,70,83850,0.9821787476539612,0.9625651836395264,0.25578901171684265,0.0,0.0,0.3816792070865631,0.362531840801239
0.7450090646743774,0.49270129203796387,0.8956566452980042,0.8183527588844299,0.9876936674118042,0.9626865386962891,71,85031,,,,,,,
,,,,,,71,85031,0.982450008392334,0.9586519002914429,0.25289493799209595,0.0,0.0,0.3814060389995575,0.36569899320602417
0.6551132202148438,0.4758279621601105,0.893221378326416,0.7984204292297363,0.9921633005142212,0.9551374912261963,72,86212,,,,,,,
,,,,,,72,86212,0.9824963212013245,0.959114670753479,0.251989483833313,0.0,0.0,0.3844907581806183,0.36351969838142395
0.7256448864936829,0.49026840925216675,0.8908147811889648,0.7657791972160339,0.9912395477294922,0.9777283072471619,73,87393,,,,,,,
,,,,,,73,87393,0.9831016063690186,0.960763692855835,0.2514662742614746,0.0,0.0,0.38071998953819275,0.36781370639801025
0.654407799243927,0.46766600012779236,0.8876346349716187,0.7706199884414673,0.985846221446991,0.9496728777885437,74,88574,,,,,,,
,,,,,,74,88574,0.9829295873641968,0.9616584777832031,0.25092265009880066,0.0,0.0,0.38632625341415405,0.3627510666847229
0.6656476855278015,0.46955370903015137,0.9016158580780029,0.8127115368843079,0.9867997765541077,0.8943560123443604,75,89755,,,,,,,
,,,,,,75,89755,0.9822747111320496,0.9598200917243958,0.2506835460662842,0.0,0.0,0.38821661472320557,0.3610997498035431
0.7113598585128784,0.4674305319786072,0.9150240421295166,0.8514479398727417,0.9930571913719177,0.9825870394706726,76,90936,,,,,,,
,,,,,,76,90936,0.9835382103919983,0.9637290835380554,0.2508454918861389,0.0,0.0,0.38736993074417114,0.36178454756736755
0.6633785367012024,0.46821534633636475,0.9033061861991882,0.8446784615516663,0.9926102757453918,0.9755011200904846,77,92117,,,,,,,
,,,,,,77,92117,0.9839020371437073,0.9645400643348694,0.2486923336982727,0.0,0.0,0.3877585530281067,0.3635491132736206
0.7649258375167847,0.48414692282676697,0.8623939752578735,0.7763360142707825,0.99094158411026,0.9771573543548584,78,93298,,,,,,,
,,,,,,78,93298,0.9834522008895874,0.964116632938385,0.24375510215759277,0.0,0.0,0.38663285970687866,0.36961206793785095
0.7622333765029907,0.4971747100353241,0.9025613069534302,0.8070703148841858,0.9935339689254761,0.9847715497016907,79,94479,,,,,,,
,,,,,,79,94479,0.9839582443237305,0.9669337272644043,0.24129272997379303,0.0,0.0,0.3809056580066681,0.3778015971183777
0.6284360289573669,0.4681912362575531,0.8728799223899841,0.7939074635505676,0.9912097454071045,0.9818822145462036,80,95660,,,,,,,
,,,,,,80,95660,0.9838986992835999,0.9603592157363892,0.24188826978206635,0.0,0.0,0.37646356225013733,0.38164815306663513
0.7064805626869202,0.47352495789527893,0.8976908326148987,0.8307634592056274,0.9839690327644348,0.9380976557731628,81,96841,,,,,,,
,,,,,,81,96841,0.9843286871910095,0.9615219235420227,0.24101416766643524,0.0,0.0,0.37524694204330444,0.3837389349937439
0.703012228012085,0.47386595606803894,0.8998681902885437,0.8322677612304688,0.9935041666030884,0.9800994992256165,82,98022,,,,,,,
