train_loss,train_acc,epoch,step,test_loss,test_acc
2.0281734466552734,0.265625,0,49,,
1.925377607345581,0.3671875,0,99,,
1.8341028690338135,0.3984375,0,149,,
,,0,195,1.5980302095413208,0.4765999913215637
1.8080577850341797,0.3984375,1,199,,
1.848492980003357,0.40234375,1,249,,
1.875443935394287,0.359375,1,299,,
1.722933053970337,0.47265625,1,349,,
,,1,391,1.4435145854949951,0.5415999889373779
1.6216384172439575,0.4609375,2,399,,
1.7615878582000732,0.41796875,2,449,,
1.505170464515686,0.546875,2,499,,
1.7249727249145508,0.45703125,2,549,,
,,2,587,1.3659827709197998,0.5710999965667725
1.6334904432296753,0.52734375,3,599,,
1.5004252195358276,0.578125,3,649,,
1.6821484565734863,0.5078125,3,699,,
1.6527528762817383,0.49609375,3,749,,
,,3,783,1.29473876953125,0.6031000018119812
1.4988672733306885,0.578125,4,799,,
1.4945534467697144,0.54296875,4,849,,
1.6404072046279907,0.484375,4,899,,
1.6198365688323975,0.53125,4,949,,
,,4,979,1.2469046115875244,0.6148999929428101
1.5180323123931885,0.51171875,5,999,,
1.4441007375717163,0.61328125,5,1049,,
1.426474928855896,0.5546875,5,1099,,
1.517472505569458,0.5703125,5,1149,,
,,5,1175,1.2274789810180664,0.6288999915122986
1.421928882598877,0.59375,6,1199,,
1.5478094816207886,0.5625,6,1249,,
1.549397349357605,0.5546875,6,1299,,
1.5336109399795532,0.515625,6,1349,,
,,6,1371,1.2003973722457886,0.635699987411499
1.4561858177185059,0.5703125,7,1399,,
1.4807392358779907,0.60546875,7,1449,,
1.4986759424209595,0.5625,7,1499,,
1.4258692264556885,0.58203125,7,1549,,
,,7,1567,1.1805673837661743,0.6358000040054321
1.4394984245300293,0.5703125,8,1599,,
1.36899995803833,0.609375,8,1649,,
1.386638879776001,0.61328125,8,1699,,
1.3855953216552734,0.60546875,8,1749,,
,,8,1763,1.1470803022384644,0.6485999822616577
1.3266801834106445,0.63671875,9,1799,,
1.4208735227584839,0.609375,9,1849,,
1.3563623428344727,0.63671875,9,1899,,
1.3106545209884644,0.6171875,9,1949,,
,,9,1959,1.1603902578353882,0.6385999917984009
1.374431848526001,0.61328125,10,1999,,
1.136596918106079,0.67578125,10,2049,,
1.3705683946609497,0.62890625,10,2099,,
1.3477569818496704,0.60546875,10,2149,,
,,10,2155,1.1393285989761353,0.6499999761581421
1.3011513948440552,0.6328125,11,2199,,
1.3318873643875122,0.625,11,2249,,
