train_loss,train_acc,epoch,step,test_loss,test_acc
1.9254807233810425,0.34765625,0,49,,
1.8136518001556396,0.4140625,0,99,,
1.8375271558761597,0.42578125,0,149,,
,,0,195,1.5037723779678345,0.5230000019073486
1.6913905143737793,0.46875,1,199,,
1.706980586051941,0.44140625,1,249,,
1.7599477767944336,0.4296875,1,299,,
1.715518832206726,0.50390625,1,349,,
,,1,391,1.3678175210952759,0.5782999992370605
1.6817035675048828,0.52734375,2,399,,
1.6383635997772217,0.515625,2,449,,
1.7358388900756836,0.45703125,2,499,,
1.6106494665145874,0.55078125,2,549,,
,,2,587,1.2823597192764282,0.5960000157356262
1.6825475692749023,0.4921875,3,599,,
1.5043150186538696,0.55859375,3,649,,
1.5301252603530884,0.55859375,3,699,,
1.522977352142334,0.53125,3,749,,
,,3,783,1.2215356826782227,0.6302000284194946
1.5147604942321777,0.53125,4,799,,
1.5672328472137451,0.49609375,4,849,,
1.3988431692123413,0.6328125,4,899,,
1.2997161149978638,0.63671875,4,949,,
,,4,979,1.1746433973312378,0.6496000289916992
1.4163556098937988,0.61328125,5,999,,
1.3906102180480957,0.6171875,5,1049,,
1.4759600162506104,0.58203125,5,1099,,
1.4571911096572876,0.61328125,5,1149,,
,,5,1175,1.1496179103851318,0.6599000096321106
1.3883222341537476,0.63671875,6,1199,,
1.400987148284912,0.64453125,6,1249,,
1.2778555154800415,0.640625,6,1299,,
1.4262573719024658,0.59765625,6,1349,,
,,6,1371,1.120404839515686,0.6635000109672546
1.2535760402679443,0.64453125,7,1399,,
1.2206697463989258,0.6875,7,1449,,
1.314296841621399,0.66796875,7,1499,,
1.2431623935699463,0.66796875,7,1549,,
,,7,1567,1.1218570470809937,0.6678000092506409
1.2354815006256104,0.703125,8,1599,,
1.3074994087219238,0.63671875,8,1649,,
1.2590430974960327,0.69140625,8,1699,,
1.3194886445999146,0.59375,8,1749,,
,,8,1763,1.1063710451126099,0.6687999963760376
1.1688920259475708,0.72265625,9,1799,,
1.2100634574890137,0.66796875,9,1849,,
1.2489731311798096,0.70703125,9,1899,,
1.2432090044021606,0.65625,9,1949,,
,,9,1959,1.0756887197494507,0.6793000102043152
1.2667592763900757,0.6640625,10,1999,,
1.352245807647705,0.6171875,10,2049,,
1.1110987663269043,0.71484375,10,2099,,
1.1376044750213623,0.71484375,10,2149,,
,,10,2155,1.0692508220672607,0.6772000193595886
1.2711029052734375,0.65625,11,2199,,
1.209980845451355,0.66015625,11,2249,,
1.225123643875122,0.64453125,11,2299,,
1.2356458902359009,0.67578125,11,2349,,
,,11,2351,1.0649747848510742,0.6854000091552734
