train_loss,train_acc,epoch,step,test_loss,test_acc
2.202193260192871,0.203125,0,49,,
2.0265281200408936,0.296875,0,99,,
2.0650618076324463,0.33203125,0,149,,
,,0,195,1.7799173593521118,0.3962000012397766
2.0271332263946533,0.26953125,1,199,,
1.8470767736434937,0.34765625,1,249,,
1.8974852561950684,0.33984375,1,299,,
1.860103726387024,0.34765625,1,349,,
,,1,391,1.626130223274231,0.46650001406669617
1.9452883005142212,0.37109375,2,399,,
1.793805718421936,0.421875,2,449,,
1.7959206104278564,0.4609375,2,499,,
1.7364298105239868,0.4375,2,549,,
,,2,587,1.541236162185669,0.5027999877929688
1.7346014976501465,0.45703125,3,599,,
1.7967709302902222,0.4453125,3,649,,
1.8237873315811157,0.41015625,3,699,,
1.6946066617965698,0.4765625,3,749,,
,,3,783,1.4733189344406128,0.5253000259399414
1.7757396697998047,0.42578125,4,799,,
1.6975141763687134,0.484375,4,849,,
1.634872555732727,0.4375,4,899,,
1.6950352191925049,0.4765625,4,949,,
,,4,979,1.418544888496399,0.5440000295639038
1.7272502183914185,0.46484375,5,999,,
1.703255295753479,0.46484375,5,1049,,
1.5864061117172241,0.52734375,5,1099,,
1.6488689184188843,0.546875,5,1149,,
,,5,1175,1.3947216272354126,0.560699999332428
1.5973234176635742,0.515625,6,1199,,
1.672377109527588,0.515625,6,1249,,
1.5865980386734009,0.47265625,6,1299,,
1.6680365800857544,0.453125,6,1349,,
,,6,1371,1.3539471626281738,0.5746999979019165
1.674333095550537,0.44921875,7,1399,,
1.6617283821105957,0.46484375,7,1449,,
1.5485676527023315,0.53515625,7,1499,,
1.653343915939331,0.5,7,1549,,
,,7,1567,1.328043818473816,0.5885000228881836
1.5822374820709229,0.5390625,8,1599,,
1.6386361122131348,0.45703125,8,1649,,
1.6110846996307373,0.53515625,8,1699,,
1.5215145349502563,0.5390625,8,1749,,
,,8,1763,1.3132226467132568,0.5902000069618225
1.6253219842910767,0.51953125,9,1799,,
1.617923617362976,0.4921875,9,1849,,
1.5885030031204224,0.52734375,9,1899,,
1.6514863967895508,0.5234375,9,1949,,
,,9,1959,1.2904139757156372,0.5971999764442444
1.5082550048828125,0.53515625,10,1999,,
1.5254837274551392,0.5859375,10,2049,,
1.6271073818206787,0.53515625,10,2099,,
1.539371132850647,0.5234375,10,2149,,
,,10,2155,1.261108636856079,0.6085000038146973
1.5059939622879028,0.5546875,11,2199,,
1.5679781436920166,0.51953125,11,2249,,
1.5031764507293701,0.5625,11,2299,,
1.5942232608795166,0.51953125,11,2349,,
,,11,2351,1.2422428131103516,0.6158000230789185
1.5306909084320068,0.5546875,12,2399,,
1.4804178476333618,0.54296875,12,2449,,
1.4745951890945435,0.578125,12,2499,,
,,12,2547,1.2338632345199585,0.6236000061035156
1.4330533742904663,0.60546875,13,2549,,
1.53339421749115,0.5234375,13,2599,,
1.448102593421936,0.546875,13,2649,,
1.395453691482544,0.59375,13,2699,,
,,13,2743,1.228391408920288,0.623199999332428
1.4213827848434448,0.61328125,14,2749,,
1.5484881401062012,0.54296875,14,2799,,
1.400997281074524,0.609375,14,2849,,
1.451240062713623,0.55859375,14,2899,,
,,14,2939,1.2290136814117432,0.6186000108718872
1.4614078998565674,0.56640625,15,2949,,
1.4889581203460693,0.56640625,15,2999,,
1.2823749780654907,0.63671875,15,3049,,
1.4702062606811523,0.5390625,15,3099,,
,,15,3135,1.1960598230361938,0.6327000260353088
1.4654525518417358,0.56640625,16,3149,,
1.4322056770324707,0.57421875,16,3199,,
1.536586046218872,0.55078125,16,3249,,
1.5370869636535645,0.52734375,16,3299,,
,,16,3331,1.1922903060913086,0.630299985408783
1.2611013650894165,0.671875,17,3349,,
1.3325939178466797,0.609375,17,3399,,
1.423385739326477,0.58203125,17,3449,,
1.3368778228759766,0.609375,17,3499,,
,,17,3527,1.1879875659942627,0.6388000249862671
1.5038903951644897,0.5546875,18,3549,,
1.4068338871002197,0.60546875,18,3599,,
1.4540594816207886,0.55859375,18,3649,,
1.51254141330719,0.5703125,18,3699,,
,,18,3723,1.1731492280960083,0.6421999931335449
1.3472710847854614,0.62890625,19,3749,,
1.4641791582107544,0.55078125,19,3799,,
1.4190208911895752,0.59375,19,3849,,
1.425891399383545,0.59765625,19,3899,,
,,19,3919,1.1738847494125366,0.636900007724762
1.3258767127990723,0.60546875,20,3949,,
1.4190999269485474,0.5703125,20,3999,,
1.348085641860962,0.6171875,20,4049,,
1.310023307800293,0.63671875,20,4099,,
,,20,4115,1.1591579914093018,0.6403999924659729
1.402153730392456,0.5703125,21,4149,,
1.319841742515564,0.609375,21,4199,,
1.3536953926086426,0.609375,21,4249,,
1.3493396043777466,0.60546875,21,4299,,
,,21,4311,1.1568670272827148,0.6420999765396118
1.379894733428955,0.59765625,22,4349,,
1.252052664756775,0.6171875,22,4399,,
1.356435775756836,0.59765625,22,4449,,
1.2343900203704834,0.65625,22,4499,,
,,22,4507,1.154890775680542,0.6431000232696533
1.4238779544830322,0.60546875,23,4549,,
1.2209210395812988,0.68359375,23,4599,,
1.2706092596054077,0.6328125,23,4649,,
1.268119215965271,0.63671875,23,4699,,
,,23,4703,1.1549241542816162,0.6449000239372253
1.1577885150909424,0.703125,24,4749,,
