train_loss,train_acc,epoch,step,test_loss,test_acc
2.0051429271698,0.25390625,0,49,,
1.988956332206726,0.29296875,0,99,,
1.9275623559951782,0.35546875,0,149,,
,,0,195,1.6930066347122192,0.4442000091075897
1.9013442993164062,0.390625,1,199,,
1.8547950983047485,0.40234375,1,249,,
1.8597283363342285,0.40234375,1,299,,
1.8037611246109009,0.40234375,1,349,,
,,1,391,1.5413753986358643,0.5
1.7929328680038452,0.4140625,2,399,,
1.789853811264038,0.4140625,2,449,,
1.7628271579742432,0.40625,2,499,,
1.7034289836883545,0.48046875,2,549,,
,,2,587,1.4601411819458008,0.5372999906539917
1.744840145111084,0.4453125,3,599,,
1.6808750629425049,0.46484375,3,649,,
1.611612319946289,0.5,3,699,,
1.7702240943908691,0.43359375,3,749,,
,,3,783,1.4005740880966187,0.5551000237464905
1.7174049615859985,0.46875,4,799,,
1.740959882736206,0.46875,4,849,,
1.658798098564148,0.484375,4,899,,
1.694366693496704,0.484375,4,949,,
,,4,979,1.3652374744415283,0.5629000067710876
1.6405174732208252,0.51953125,5,999,,
1.6483656167984009,0.47265625,5,1049,,
1.6500663757324219,0.4375,5,1099,,
1.5179340839385986,0.53515625,5,1149,,
,,5,1175,1.3295562267303467,0.5823000073432922
1.5932937860488892,0.5078125,6,1199,,
1.6332587003707886,0.4921875,6,1249,,
1.602993369102478,0.5234375,6,1299,,
1.6296429634094238,0.5078125,6,1349,,
,,6,1371,1.307417392730713,0.5967000126838684
1.521373987197876,0.54296875,7,1399,,
1.6562179327011108,0.5078125,7,1449,,
1.6034259796142578,0.52734375,7,1499,,
1.6186455488204956,0.5234375,7,1549,,
,,7,1567,1.2835732698440552,0.6043999791145325
1.5018391609191895,0.5234375,8,1599,,
1.4757366180419922,0.578125,8,1649,,
1.4866511821746826,0.55078125,8,1699,,
1.4372570514678955,0.58203125,8,1749,,
,,8,1763,1.2598804235458374,0.6115999817848206
1.5311954021453857,0.51171875,9,1799,,
1.3754819631576538,0.62109375,9,1849,,
1.5771288871765137,0.5234375,9,1899,,
1.5432082414627075,0.54296875,9,1949,,
,,9,1959,1.2366650104522705,0.6200000047683716
1.5783135890960693,0.5625,10,1999,,
1.5408637523651123,0.53125,10,2049,,
1.5939233303070068,0.546875,10,2099,,
1.4941065311431885,0.5625,10,2149,,
,,10,2155,1.2184057235717773,0.6230000257492065
1.4278738498687744,0.57421875,11,2199,,
1.4574756622314453,0.5703125,11,2249,,
1.4215227365493774,0.59375,11,2299,,
1.4964519739151,0.5078125,11,2349,,
,,11,2351,1.2188023328781128,0.6255999803543091
1.4512296915054321,0.57421875,12,2399,,
