acc_avg_test,acc_slide:0,count_slide:0,acc_slide:1,count_slide:1,acc_slide:2,count_slide:2,acc_slide:3,count_slide:3,acc_slide:4,count_slide:4,acc_slide:5,count_slide:5,acc_slide:6,count_slide:6,acc_slide:7,count_slide:7,acc_slide:8,count_slide:8,acc_slide:9,count_slide:9,acc_slide:10,count_slide:10,acc_slide:11,count_slide:11,acc_slide:12,count_slide:12,acc_slide:13,count_slide:13,acc_slide:14,count_slide:14,acc_slide:15,count_slide:15,acc_slide:16,count_slide:16,acc_slide:17,count_slide:17,acc_slide:18,count_slide:18,acc_slide:19,count_slide:19,acc_slide:20,count_slide:20,acc_slide:21,count_slide:21,acc_slide:22,count_slide:22,acc_slide:23,count_slide:23,acc_slide:24,count_slide:24,acc_slide:25,count_slide:25,acc_slide:26,count_slide:26,acc_slide:27,count_slide:27,acc_slide:28,count_slide:28,acc_slide:29,count_slide:29,acc_slide:30,count_slide:30,acc_slide:31,count_slide:31,acc_slide:32,count_slide:32,acc_slide:33,count_slide:33,acc_slide:34,count_slide:34,acc_slide:35,count_slide:35,acc_slide:36,count_slide:36,acc_slide:37,count_slide:37,acc_slide:38,count_slide:38,acc_slide:39,count_slide:39,acc_slide:40,count_slide:40,acc_slide:41,count_slide:41,acc_slide:42,count_slide:42,acc_slide:43,count_slide:43,acc_slide:44,count_slide:44,acc_slide:45,count_slide:45,acc_slide:46,count_slide:46,acc_slide:47,count_slide:47,acc_slide:48,count_slide:48,acc_slide:49,count_slide:49,acc_wg_test,acc_avg_val,acc_wg_val,acc_avg_idval,acc_wg_idval,epoch,step,acc_avg_train,acc_wg_train
0.880205512046814,0.31887367367744446,146.0,0.30982905626296997,156.0,0.2813659906387329,149.6666717529297,0.3146439492702484,469.6666564941406,0.31226053833961487,232.0,0.2926045060157776,103.66666412353516,0.32750242948532104,114.33333587646484,0.32931727170944214,55.33333206176758,0.30266764760017395,445.6666564941406,0.259729266166687,131.3333282470703,0.22377286851406097,692.6666870117188,0.21628499031066895,1790.3333740234375,0.2961876690387726,568.3333129882812,0.3109060525894165,3468.0,0.29316815733909607,296.0,0.31546416878700256,988.6666870117188,0.28518742322921753,1657.0,0.24946720898151398,886.3333129882812,0.28470587730407715,425.0,0.2504831850528717,862.3333129882812,0.3119859993457794,1270.0,0.29525354504585266,1231.3333740234375,0.27535828948020935,2403.333251953125,0.2904689908027649,1762.6666259765625,0.297355592250824,2575.666748046875,0.3051837980747223,1444.6666259765625,0.27155962586402893,1271.6666259765625,0.3089698553085327,1518.6666259765625,0.29544931650161743,10626.0,0.2881808280944824,4247.33349609375,0.3267790377140045,356.0,0.326241135597229,109.66666412353516,0.31259599328041077,289.3333435058594,0.327557772397995,134.6666717529297,0.30845770239830017,134.0,0.29430893063545227,205.0,0.3279365003108978,350.0,0.3264925181865692,178.6666717529297,0.30158454179763794,1914.3333740234375,0.29077252745628357,621.3333129882812,0.3240973949432373,264.6666564941406,0.3257080614566803,408.0,0.3171902298927307,254.6666717529297,0.30224525928497314,257.3333435058594,0.32260724902153015,269.3333435058594,0.31114327907562256,230.3333282470703,0.30361756682395935,172.0,0.32639387249946594,464.3333435058594,0.3148241341114044,1987.0,0.3010875880718231,582.3333129882812,0.8146789073944092,0.8297902941703796,0.6488549709320068,0.931138277053833,0.779187798500061,0,1181,,
,0.7900980114936829,3878.0,0.8069750666618347,4129.0,0.6788991093635559,3597.0,0.8651455640792847,12228.0,0.8384358882904053,6598.0,0.7626314163208008,2949.0,0.7957198619842529,3084.0,0.7986013889312744,1430.0,0.7904769778251648,12118.0,0.6865846514701843,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.904657244682312,9555.0,0.8948039412498474,3137.0,0.8259450197219849,7963.0,0.8193637728691101,3615.0,0.7894588708877563,3548.0,0.8202411532402039,5474.0,0.87992924451828,9611.0,0.8538413643836975,4803.0,0.8391307592391968,51632.0,0.822825014591217,17621.0,0.7036812901496887,6601.0,0.7773247957229614,10302.0,0.7990989685058594,7103.0,0.7690805196762085,7167.0,0.796503484249115,7150.0,0.7406225204467773,6265.0,0.7635288834571838,4398.0,0.8384672999382019,13310.0,0.8542131185531616,55149.0,0.7052782773971558,14607.0,,,,,,0,1181,0.8183086514472961,0.6788991093635559
0.7651609778404236,0.310502290725708,146.0,0.31339031457901,156.0,0.291017085313797,149.6666717529297,0.3236337900161743,469.6666564941406,0.31513410806655884,232.0,0.29367631673812866,103.66666412353516,0.3187560737133026,114.33333587646484,0.3192771077156067,55.33333206176758,0.30890050530433655,445.6666564941406,0.24788494408130646,131.3333282470703,0.22810395061969757,692.6666870117188,0.23763419687747955,1790.3333740234375,0.29345062375068665,568.3333129882812,0.3144303560256958,3468.0,0.2894144058227539,296.0,0.3110811412334442,988.6666870117188,0.29940322041511536,1657.0,0.2519744336605072,886.3333129882812,0.28653594851493835,425.0,0.2507408857345581,862.3333129882812,0.27007874846458435,1270.0,0.2384948581457138,1231.3333740234375,0.2528895139694214,2403.333251953125,0.2563035786151886,1762.6666259765625,0.2769078314304352,2575.666748046875,0.27141979336738586,1444.6666259765625,0.25591960549354553,1271.6666259765625,0.24590283632278442,1518.6666259765625,0.26476985216140747,10626.0,0.21595250070095062,4247.33349609375,0.3205368220806122,356.0,0.3252279460430145,109.66666412353516,0.31490015983581543,289.3333435058594,0.3259075880050659,134.6666717529297,0.30099502205848694,134.0,0.29322493076324463,205.0,0.3257142901420593,350.0,0.322761207818985,178.6666717529297,0.31226420402526855,1914.3333740234375,0.3082975745201111,621.3333129882812,0.3190596103668213,264.6666564941406,0.31917211413383484,408.0,0.3141361176967621,254.6666717529297,0.31260794401168823,257.3333435058594,0.3176567852497101,269.3333435058594,0.2899179756641388,230.3333282470703,0.2984496057033539,172.0,0.32495811581611633,464.3333435058594,0.3220376968383789,1987.0,0.30738410353660583,582.3333129882812,0.6478574872016907,0.8486706614494324,0.6843118667602539,0.9419547319412231,0.7436548471450806,1,2363,,
,0.8648788332939148,3878.0,0.879874050617218,4129.0,0.771754264831543,3597.0,0.9159306287765503,12228.0,0.8964837789535522,6598.0,0.8351983428001404,2949.0,0.8680285215377808,3084.0,0.8867132663726807,1430.0,0.8520382642745972,12118.0,0.7293497323989868,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9425431489944458,9555.0,0.9384762644767761,3137.0,0.8848423957824707,7963.0,0.8957123160362244,3615.0,0.8475197553634644,3548.0,0.8580562472343445,5474.0,0.9300801157951355,9611.0,0.9221320152282715,4803.0,0.888557493686676,51632.0,0.8681686520576477,17621.0,0.8419936299324036,6601.0,0.8798291683197021,10302.0,0.882584810256958,7103.0,0.8664713501930237,7167.0,0.8889510631561279,7150.0,0.8233040571212769,6265.0,0.8597089648246765,4398.0,0.9075883030891418,13310.0,0.9140872955322266,55149.0,0.818374752998352,14607.0,,,,,,1,2363,0.8842333555221558,0.7293497323989868
0.7105485796928406,0.32572299242019653,146.0,0.3162393271923065,156.0,0.291017085313797,149.6666717529297,0.3233971893787384,469.6666564941406,0.3170498013496399,232.0,0.29903537034988403,103.66666412353516,0.3265306055545807,114.33333587646484,0.3273092210292816,55.33333206176758,0.30665668845176697,445.6666564941406,0.2605752944946289,131.3333282470703,0.2350016087293625,692.6666870117188,0.24055111408233643,1790.3333740234375,0.3022482991218567,568.3333129882812,0.3172818124294281,3468.0,0.29466965794563293,296.0,0.3124297559261322,988.6666870117188,0.2972574234008789,1657.0,0.24909113347530365,886.3333129882812,0.29045751690864563,425.0,0.2601468861103058,862.3333129882812,0.289238840341568,1270.0,0.2589785158634186,1231.3333740234375,0.22339344024658203,2403.333251953125,0.2361951619386673,1762.6666259765625,0.28299036622047424,2575.666748046875,0.2513459622859955,1444.6666259765625,0.2603757083415985,1271.6666259765625,0.26419374346733093,1518.6666259765625,0.23732145130634308,10626.0,0.17174173891544342,4247.33349609375,0.3274032473564148,356.0,0.3252279460430145,109.66666412353516,0.317972332239151,289.3333435058594,0.3308580815792084,134.6666717529297,0.3067993223667145,134.0,0.30298104882240295,205.0,0.3288888931274414,350.0,0.3283582031726837,178.6666717529297,0.31243833899497986,1914.3333740234375,0.30740341544151306,621.3333129882812,0.3257766664028168,264.6666564941406,0.32952070236206055,408.0,0.328970342874527,254.6666717529297,0.3290155529975891,257.3333435058594,0.3263201415538788,269.3333435058594,0.31403762102127075,230.3333282470703,0.3204134404659271,172.0,0.32495811581611633,464.3333435058594,0.3191858232021332,1987.0,0.30223241448402405,582.3333129882812,0.5152252316474915,0.856778621673584,0.7050048112869263,0.9503277540206909,0.7817258834838867,2,3545,,
,0.8857658505439758,3878.0,0.9007023572921753,4129.0,0.7992771863937378,3597.0,0.9291789531707764,12228.0,0.9161867499351501,6598.0,0.8440149426460266,2949.0,0.8819714784622192,3084.0,0.9097902178764343,1430.0,0.8736590147018433,12118.0,0.7527826428413391,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9504971504211426,9555.0,0.9509084820747375,3137.0,0.8975260853767395,7963.0,0.912033200263977,3615.0,0.8683765530586243,3548.0,0.8715746998786926,5474.0,0.9414212703704834,9611.0,0.937122642993927,4803.0,0.9014564752578735,51632.0,0.8805402517318726,17621.0,0.8775942921638489,6601.0,0.9011842608451843,10302.0,0.9075038433074951,7103.0,0.8931212425231934,7167.0,0.9117482304573059,7150.0,0.8494812250137329,6265.0,0.8885857462882996,4398.0,0.9260706305503845,13310.0,0.9272697567939758,55149.0,0.8492503762245178,14607.0,,,,,,2,3545,0.9013973474502563,0.7527826428413391
0.724022388458252,0.3272450566291809,146.0,0.32193732261657715,156.0,0.2902746796607971,149.6666717529297,0.3224509060382843,469.6666564941406,0.3146551549434662,232.0,0.30332261323928833,103.66666412353516,0.3304179012775421,114.33333587646484,0.3313252925872803,55.33333206176758,0.2907005846500397,445.6666564941406,0.2834179401397705,131.3333282470703,0.28039780259132385,692.6666870117188,0.21647118031978607,1790.3333740234375,0.30596286058425903,568.3333129882812,0.30879148840904236,3468.0,0.3010510504245758,296.0,0.31726232171058655,988.6666870117188,0.276067852973938,1657.0,0.25598594546318054,886.3333129882812,0.28836601972579956,425.0,0.2832109332084656,862.3333129882812,0.3042869567871094,1270.0,0.2735065817832947,1231.3333740234375,0.23504392802715302,2403.333251953125,0.23291729390621185,1762.6666259765625,0.2945515811443329,2575.666748046875,0.2564220726490021,1444.6666259765625,0.2699868977069855,1271.6666259765625,0.28241148591041565,1518.6666259765625,0.23674635589122772,10626.0,0.17108774185180664,4247.33349609375,0.3314606845378876,356.0,0.326241135597229,109.66666412353516,0.31758832931518555,289.3333435058594,0.3316831588745117,134.6666717529297,0.3159203827381134,134.0,0.31707316637039185,205.0,0.33174601197242737,350.0,0.33084577322006226,178.6666717529297,0.30384817719459534,1914.3333740234375,0.30579400062561035,621.3333129882812,0.3270361125469208,264.6666564941406,0.3300653398036957,408.0,0.330715537071228,254.6666717529297,0.32944732904434204,257.3333435058594,0.32838281989097595,269.3333435058594,0.3145200312137604,230.3333282470703,0.3133074939250946,172.0,0.32639387249946594,464.3333435058594,0.32091930508613586,1987.0,0.2991795539855957,582.3333129882812,0.5132632255554199,0.8458629250526428,0.649413526058197,0.9475268125534058,0.8502538204193115,3,4727,,
,0.8927282094955444,3878.0,0.905303955078125,4129.0,0.8123435974121094,3597.0,0.9341675043106079,12228.0,0.9260382056236267,6598.0,0.8623262047767639,2949.0,0.89040207862854,3084.0,0.9104894995689392,1430.0,0.8814985752105713,12118.0,0.7621558308601379,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9523809552192688,9555.0,0.963021993637085,3137.0,0.9041818380355835,7963.0,0.9206085801124573,3615.0,0.8709132075309753,3548.0,0.8865545988082886,5474.0,0.9486005902290344,9611.0,0.9385800361633301,4803.0,0.9073442816734314,51632.0,0.8855342864990234,17621.0,0.8924405574798584,6601.0,0.9161328077316284,10302.0,0.918485164642334,7103.0,0.9086089134216309,7167.0,0.9236363768577576,7150.0,0.8579409122467041,6265.0,0.8976807594299316,4398.0,0.9293764233589172,13310.0,0.9337249994277954,55149.0,0.8621893525123596,14607.0,,,,,,3,4727,0.90911465883255,0.7621558308601379
0.795177161693573,0.3044140040874481,146.0,0.30484330654144287,156.0,0.3006681501865387,149.6666717529297,0.3262360990047455,469.6666564941406,0.3132183849811554,232.0,0.2883172631263733,103.66666412353516,0.31584063172340393,114.33333587646484,0.31526103615760803,55.33333206176758,0.3166292607784271,445.6666564941406,0.2411167472600937,131.3333282470703,0.20789219439029694,692.6666870117188,0.2736920416355133,1790.3333740234375,0.2760508358478546,568.3333129882812,0.31712162494659424,3468.0,0.282657653093338,296.0,0.29635873436927795,988.6666870117188,0.3004761040210724,1657.0,0.25034472346305847,886.3333129882812,0.2776470482349396,425.0,0.2375982403755188,862.3333129882812,0.21776027977466583,1270.0,0.1867893934249878,1231.3333740234375,0.2845584750175476,2403.333251953125,0.271810382604599,1762.6666259765625,0.2392045259475708,2575.666748046875,0.2531917989253998,1444.6666259765625,0.21747487783432007,1271.6666259765625,0.19007901847362518,1518.6666259765625,0.29974696040153503,10626.0,0.26204678416252136,4247.33349609375,0.3158551752567291,356.0,0.32421478629112244,109.66666412353516,0.3129800260066986,289.3333435058594,0.32425743341445923,134.6666717529297,0.2902155816555023,134.0,0.28780487179756165,205.0,0.3231745958328247,350.0,0.32400497794151306,178.6666717529297,0.31754598021507263,1914.3333740234375,0.3097281754016876,621.3333129882812,0.30772459506988525,264.6666564941406,0.3137255012989044,408.0,0.2879581153392792,254.6666717529297,0.3078583776950836,257.3333435058594,0.3073432147502899,269.3333435058594,0.2812349200248718,230.3333282470703,0.2939276397228241,172.0,0.3225651979446411,464.3333435058594,0.3233238160610199,1987.0,0.3148254156112671,582.3333129882812,0.5603681802749634,0.8534838557243347,0.623676598072052,0.9402860403060913,0.7233502268791199,4,5909,,
,0.9012377262115479,3878.0,0.9082102179527283,4129.0,0.8281901478767395,3597.0,0.9388289451599121,12228.0,0.9275538325309753,6598.0,0.860291600227356,2949.0,0.9059662818908691,3084.0,0.9104894995689392,1430.0,0.8853771090507507,12118.0,0.7674282193183899,3414.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9566718935966492,9555.0,0.9585591554641724,3137.0,0.9108376502990723,7963.0,0.9286307096481323,3615.0,0.8847237825393677,3548.0,0.8823529481887817,5474.0,0.9502653479576111,9611.0,0.9502394199371338,4803.0,0.9113921523094177,51632.0,0.8900743722915649,17621.0,0.9092561602592468,6601.0,0.9241894483566284,10302.0,0.9217231869697571,7103.0,0.916562020778656,7167.0,0.9241958260536194,7150.0,0.8753392100334167,6265.0,0.9035925269126892,4398.0,0.9366641640663147,13310.0,0.9368438124656677,55149.0,0.8691723346710205,14607.0,,,,,,4,5909,0.9142595529556274,0.7674282193183899
